credit_score,country,age_group_gender,balance_per_age,balance_per_tenure,salary_per_products,active_member,churn
0.258,2,4,0.25286114784652836,0.039387853563050565,0.4972929472198223,0,1
0.67,2,4,0.28898837774562647,0.10769346791400713,0.3154209089496075,1,0
0.376,2,4,0.2645491483493223,0.0609961742659683,0.06803414257191319,0,0
0.42400000000000004,0,6,0.22659138374378393,0.16283899036867094,0.43401777642994704,0,0
0.65,1,4,0.28225153781146695,0.04622140619246036,0.11493717017014875,1,0
0.7419999999999999,2,2,0.536008852823035,0.07092503871552568,0.25324616286645735,1,1
0.5559999999999999,2,5,0.42675896768496513,0.05960579971706202,0.18540278424854356,1,0
0.636,2,5,0.43913089834261554,0.11458207136780217,0.5782516289826383,0,0
0.31199999999999994,0,7,0.27960071187501123,0.2984547812551482,0.07937405818268091,0,0
0.348,2,5,0.3344692165594182,0.053183512785474785,0.9987729994464871,0,1
0.6980000000000001,2,4,0.5290210598543492,0.18136980708577402,0.3020899867752995,0,0
0.9560000000000001,0,4,0.36697339326649003,0.06547078772749952,0.09529098341881412,0,0
0.648,1,4,0.2953133073986879,0.07973994009872082,0.5006990927547406,0,0
0.612,0,5,0.2944167907488935,0.07948140320491642,0.35268881905685145,0,0
0.668,2,7,0.2509447464284944,0.050674751579661975,0.9907912195670355,1,0
0.5499999999999999,0,3,0.41373914025105274,0.14517341661998595,0.9183616794549447,0,0
0.16399999999999992,0,6,0.3498291220179154,0.06996723747314983,0.551380891978142,0,1
0.398,0,9,0.2184843865202468,0.2984547812551482,0.04313115738233747,1,1
0.5499999999999999,2,8,0.25281351907570226,0.7516868213271525,0.23411030532434726,0,1
0.9560000000000001,0,7,0.27960071187501123,0.06853273430240484,0.4284765199053647,0,0
0.84,0,2,0.41006269595291023,0.04398895659597613,0.8363946417858528,0,0
0.816,0,5,0.3390829108833916,0.14517341661998595,0.3105709185815744,1,0
0.89,2,5,0.38265652777353787,0.05884406713063524,0.5747355109913445,1,0
0.674,0,4,0.3095139182629675,0.05460192788026058,0.1780228522664328,1,0
0.672,0,2,0.46450537622106225,0.2984547812551482,0.04109891739893286,1,0
0.878,2,4,0.30706065857744835,0.07172318595265093,0.31103331300251513,1,0
0.47799999999999987,2,9,0.2771278018338411,0.11544439090737413,0.08731300431548124,1,0
0.22199999999999998,2,5,0.17576977723382603,0.04617842999774773,0.8390348309124723,1,0
0.574,0,6,0.32048841772397607,0.21950063026067562,0.4658639294143864,1,0
0.46799999999999986,1,7,0.42960925473379785,0.3553925517252043,0.3758250934840895,0,1
0.45799999999999985,1,5,0.35638338970410643,0.3231422260782051,0.021423549688846463,1,1
0.8119999999999999,2,6,0.2994675868693756,0.055822439252120354,0.9478551520220428,0,0
0.626,0,4,0.3390829108833916,0.06853273430240484,0.45110231509274196,1,0
0.664,0,7,0.27998321920174996,0.0992062791403897,0.9667311565021577,1,0
0.886,1,8,0.2184843865202468,0.19626720483170668,0.7957236867768399,0,1
0.682,0,5,0.1211472933722885,0.026780834595427447,0.631140178824516,0,1
0.2699999999999999,1,3,0.5233029756637044,0.08838147102966756,0.27070487793607456,1,0
0.57,1,3,0.4620611970469216,0.07050946232346363,0.35270289693155343,0,0
0.6,0,4,0.27644615905899206,0.08310320983286237,0.12244225270800298,0,0
0.7699999999999999,0,6,0.261793444805853,0.05363535233146425,0.3742002116832257,0,0
0.132,0,4,0.3608576444489594,0.6050175105254726,0.002139711929175938,1,0
0.8079999999999999,1,5,0.3608576444489594,0.06853273430240484,0.22378967285119622,0,0
0.37,0,7,0.23746748757740843,0.053204597838888604,0.749559109970256,0,1
0.7319999999999999,1,6,0.27272181811213736,0.060017102933784705,0.4520354556400417,0,0
0.378,0,4,0.33159161707884355,0.20951802766097966,0.49327392653579866,0,0
0.5279999999999999,0,7,0.26616287289637386,0.07948140320491642,0.27260159024472796,1,0
0.7119999999999999,1,8,0.19850217488112923,0.06853273430240484,0.08966620984004935,0,1
0.816,0,5,0.3496403574606366,0.06853273430240484,0.20747564152599962,0,0
0.47199999999999986,1,3,0.41373914025105274,0.19626720483170668,0.23015747315601848,1,0
0.592,0,13,0.12237909356292248,0.06297763813456093,0.5236473287845378,1,0
0.5619999999999999,2,5,0.35984529946396404,0.11800334191076026,0.5634950156822024,0,0
0.7339999999999999,1,3,0.44474248483652323,0.06575574214991321,0.4235263840876307,1,0
0.668,0,4,0.38553567582326964,0.19626720483170668,0.20866926026294572,0,0
0.9,0,7,0.20856264700293906,0.060965643260974534,0.23561576273875126,0,0
0.7419999999999999,1,5,0.3197275921584425,0.19626720483170668,0.26744121149538735,1,0
0.666,1,2,0.446402746242877,0.6759446036850154,0.27791154953841574,0,1
0.62,2,4,0.3898574098431117,0.05594180284227271,0.3496995836549823,1,0
0.7079999999999999,2,3,0.45621942404801796,0.06418045448349151,0.8126254381144631,0,1
0.5299999999999999,1,7,0.25349991953270656,0.047665549588787166,0.9826425556098555,0,0
0.634,1,5,0.2944167907488935,0.19626720483170668,0.10176598061324123,0,1
0.664,2,2,0.22927151407881624,0.021530180487511492,0.1328049687746238,0,0
0.2679999999999999,0,3,0.43417163192972974,0.12503065578376016,0.8201990346428741,0,0
0.5559999999999999,2,2,0.3414979206036908,0.0736035181131586,0.39001414088756925,0,0
0.2599999999999999,2,6,0.2818474448602667,0.05217433705783007,0.027311176942331622,0,1
0.45599999999999985,0,4,0.5490318456239185,0.16529290380028938,0.560992204608181,0,0
0.32399999999999995,0,6,0.2868235503260288,0.09407962840826518,0.3661614451671031,1,0
0.2679999999999999,1,5,0.36874696007834584,0.0775043475025544,0.13640045297249698,1,0
0.31999999999999995,0,5,0.38553567582326964,0.6050175105254726,0.3263924243330488,1,0
0.5119999999999999,2,4,0.5136812485132705,0.1543143381205555,0.4484133910144452,0,0
0.4939999999999999,1,7,0.2427228139789482,0.049871895694728934,0.47390947231424657,1,0
0.8079999999999999,2,9,0.2811251590371856,0.19859835215853622,0.04035459040736118,0,1
0.9999999999999999,1,7,0.2593482940633808,0.20048214629028463,0.09737448386960618,1,0
0.31999999999999995,0,10,0.17292494398305874,0.19626720483170668,0.12014565874351543,1,0
0.856,2,7,0.34685660002847873,0.40669014857143376,0.4363593795853113,0,0
0.572,0,6,0.27272181811213736,0.19626720483170668,0.1386473617912778,1,0
0.908,0,9,0.2275962750276844,0.11451714369295349,0.042685166310960705,1,1
0.32799999999999996,0,4,0.3608576444489594,0.060017102933784705,0.23963398325938157,0,0
0.7599999999999999,0,5,0.24162634823935206,0.24517192296983242,0.9748701684884054,0,0
0.35,1,5,0.31083460787941175,0.6050175105254726,0.6576849992768523,1,0
0.5319999999999999,1,4,0.38553567582326964,0.09407962840826518,0.4903134970160907,1,0
0.674,2,5,0.3145128368484228,0.06312776794264656,0.37142984597454803,0,0
0.7299999999999999,0,7,0.1262118168296907,0.02384840567981575,0.23244609049167841,0,1
0.32399999999999995,0,5,0.22222352641617255,0.09975177410393213,0.044139513288613534,0,0
0.258,0,6,0.2868235503260288,0.2984547812551482,0.28749188084206795,0,0
0.5019999999999999,0,4,0.2779928675033151,0.0447669206544615,0.434817989833524,0,0
0.45999999999999985,1,2,0.20102225700404766,0.02346443157104027,0.3202019852453871,0,0
0.914,0,4,0.4843153977910142,0.21545799008750657,0.002944501267158754,1,0
0.5319999999999999,1,5,0.3608576444489594,0.07948140320491642,0.10746769490329926,1,0
0.7419999999999999,2,4,0.2784590004277876,0.12967250434224423,0.7930596427790555,1,0
0.30199999999999994,0,8,0.19850217488112923,0.04763073003397361,0.1195844941537062,1,0
0.34199999999999997,0,4,0.2629995946788779,0.06236704727019221,0.05239499905880781,0,0
0.9999999999999999,1,4,0.4553866124677708,0.23242232706544105,0.029839193163243932,1,0
0.818,0,6,0.2387864718715836,0.09976248489722152,0.6071113721421915,1,0
0.33199999999999996,1,8,0.2275962750276844,0.09407962840826518,0.7308209836448603,1,1
0.7219999999999999,0,5,0.32629451144461596,0.2119268604286682,0.03588657803923561,1,1
0.32399999999999995,1,4,0.5198528091050844,0.21785809544739979,0.47339261677234495,0,0
0.4,0,4,0.31083460787941175,0.14517341661998595,0.8984771190277054,1,0
0.5159999999999999,1,7,0.20709284546546425,0.1067047979965362,0.9966693198751185,0,1
0.5359999999999999,0,4,0.38302449502950375,0.10696808687831039,0.7598692152937631,1,0
0.586,0,6,0.25391950849361533,0.09407962840826518,0.7126551241763568,0,1
0.642,0,6,0.2243478798925673,0.17330761621166665,0.7914268093544702,1,0
0.678,2,4,0.475367000570745,0.2678514756353968,0.42348332529502525,0,0
0.5059999999999999,0,4,0.37279862737201275,0.060017102933784705,0.4248163975083712,1,0
0.5399999999999999,0,7,0.27960071187501123,0.053204597838888604,0.22211863162457776,0,0
0.652,0,5,0.1741158235001176,0.1532958278869344,0.20321264602231776,1,0
0.44400000000000006,2,2,0.4403787772580794,0.11292837516899136,0.1510411926115313,0,0
0.636,2,6,0.2154087914317753,0.060228173038759186,0.7898984972731431,1,1
0.6900000000000001,0,6,0.09707906647793976,0.02355665004314105,0.6651146164046698,0,0
0.7599999999999999,1,5,0.3496403574606366,0.053204597838888604,0.44147379894974553,0,0
0.914,0,6,0.2338882505167592,0.26253801488863654,0.08718000215644035,0,1
0.4839999999999999,0,8,0.21004745271706382,0.060017102933784705,0.14365998536901237,1,1
0.7519999999999999,0,5,0.3564809211172427,0.05058630387330345,0.24543864357101722,1,0
0.32799999999999996,1,4,0.38553567582326964,0.06853273430240484,0.6251209496979283,1,0
0.43400000000000005,0,6,0.27272181811213736,0.19626720483170668,0.41998938683279124,1,0
0.9999999999999999,0,4,0.3496403574606366,0.04763073003397361,0.024255653004343486,0,1
0.642,2,6,0.20938368480769978,0.06466231227617275,0.5444155196491124,1,1
0.64,0,4,0.4463265137107364,0.16641419365005122,0.4956755169405593,0,0
0.6880000000000001,0,5,0.38553567582326964,0.053204597838888604,0.06735662922368749,1,0
0.394,2,5,0.1797485779718095,0.04641345788980159,0.1428821432003082,1,1
0.8019999999999999,2,8,0.18222422963755053,0.1571259533353563,0.3860521818555349,0,1
0.4879999999999999,2,3,0.43661148104740566,0.15923089153888545,0.3052470814540329,0,0
0.646,0,12,0.15520738299637452,0.2984547812551482,0.27995224124766277,1,0
0.5199999999999999,0,6,0.2868235503260288,0.6050175105254726,0.1555553644054116,0,0
0.32399999999999995,0,5,0.31083460787941175,0.2984547812551482,0.3902843710685722,1,0
0.834,2,2,0.5823399761642218,0.14501297215972545,0.3753571979398193,1,0
0.46999999999999986,0,11,0.15883877141105449,0.08908217912500695,0.2328549239754758,1,0
0.826,2,6,0.22640875736686358,0.06509830869508307,0.16729096081419828,0,1
0.7239999999999999,0,3,0.3991511414090959,0.19626720483170668,0.7219645251560369,1,0
0.378,2,7,0.2578434346928167,0.1405442792943309,0.09296768400107303,0,1
0.636,0,7,0.24819706643580422,0.19626720483170668,0.1483865005234069,0,1
0.7060000000000001,0,2,0.2772428917527914,0.13032627117728737,0.40705562075775875,1,0
0.624,1,4,0.30240967540454056,0.11451714369295349,0.3406607879328959,0,0
0.7499999999999999,2,5,0.28672243083612314,0.09149091809544511,0.620333622125638,0,0
0.7060000000000001,0,4,0.27376000186906313,0.05212789579114115,0.1853769539740015,1,0
0.618,2,10,0.16390288296066644,0.07770674217396754,0.22534356515600484,1,1
0.346,1,4,0.3390829108833916,0.06853273430240484,0.1550489109876237,0,0
0.57,0,7,0.2958625781323033,0.04933205246771161,0.6598429899385455,0,1
0.844,2,2,0.5700680348815234,0.08935624829530603,0.198517637301537,0,0
0.39,0,3,0.44628159920618704,0.2984547812551482,0.4991404244746777,1,0
0.568,2,2,0.41529641254711136,0.05049989955167188,0.7879894574472108,1,0
0.7779999999999999,2,8,0.2220889610572162,0.06375674245901372,0.6721831097910194,0,1
0.842,2,5,0.20442918652840794,0.05827228079781553,0.4990739609028164,0,0
0.47399999999999987,1,5,0.3390829108833916,0.2984547812551482,0.24482379301853438,1,0
0.662,0,13,0.14062964294403937,0.6050175105254726,0.4274518606699488,1,0
0.388,2,4,0.20368811198772854,0.12786721424553982,0.28779561786516805,1,0
0.6920000000000001,1,2,0.41373914025105274,0.060017102933784705,0.8836898994774733,0,0
0.832,1,6,0.27960071187501123,0.6050175105254726,0.0856676683378746,1,0
0.7539999999999999,0,4,0.3390829108833916,0.04763073003397361,0.49663686324747514,1,0
0.642,2,5,0.0990281496997734,0.019129801410187657,0.3923150107251901,0,0
0.686,0,5,0.4123967775448708,0.08544000874856292,0.25227961549748457,1,0
0.9999999999999999,2,4,0.13349361947791957,0.06211337626101876,0.7004628845210191,1,0
0.7639999999999999,2,6,0.24661846052819805,0.04752989318369129,0.16328321743299984,1,0
0.7519999999999999,1,7,0.19641935582741707,0.06491225393103463,0.32162397561582073,0,0
0.41400000000000003,0,5,0.5611614074194463,0.1268770709803505,0.03734082499646428,0,0
0.664,0,3,0.41136044707949415,0.5580216602295224,0.5594523901780745,1,0
0.7759999999999999,1,4,0.24264352182101143,0.03232026997236221,0.09299223901520691,1,0
0.362,1,5,0.26316901123809655,0.042665617236501065,0.6157528867394721,0,0
0.29599999999999993,0,4,0.3390829108833916,0.19626720483170668,0.37133852732728023,1,0
0.602,0,4,0.3197275921584425,0.06853273430240484,0.03469495971077294,0,0
0.398,1,5,0.2944167907488935,0.06853273430240484,0.4063213208137102,0,1
0.882,2,5,0.1387732546405689,0.025426402300158704,0.8053653055954026,0,0
0.6,1,6,0.27960071187501123,0.053204597838888604,0.47903909478315476,1,0
0.7659999999999999,2,4,0.28238784101895653,0.1202296622832843,0.08089060119409718,0,1
0.922,2,5,0.42472121171780985,0.37381021314487173,0.46588658404046107,1,0
0.7139999999999999,0,4,0.38553567582326964,0.060017102933784705,0.08285744449016491,0,0
0.7239999999999999,2,2,0.5046960778374423,0.14088176009573913,0.4694556128361411,1,0
0.7119999999999999,1,5,0.31083460787941175,0.06853273430240484,0.2772469638300141,1,0
0.8119999999999999,0,10,0.1817429006031597,0.14517341661998595,0.05594872472958979,1,1
0.854,0,9,0.21418632590353098,0.04763073003397361,0.47502152439528156,0,0
0.592,0,4,0.2279890450579363,0.053306247502698974,0.8213882774862628,1,0
0.7279999999999999,0,6,0.24819706643580422,0.2984547812551482,0.7609364332196635,0,1
0.864,0,4,0.2944167907488935,0.060017102933784705,0.08483359802071583,1,0
0.85,1,2,0.3991511414090959,0.04763073003397361,0.1703367077557237,1,0
0.258,2,4,0.382445943472027,0.13383517856210977,0.23624929210544796,1,1
0.914,0,6,0.2690387430173844,0.067531887796432,0.12939712289249466,1,0
0.898,0,3,0.7732903172178416,0.09091123971882654,0.48162507283987394,1,0
0.65,0,6,0.27043807762218086,0.0642921414276078,0.08640314352190719,0,0
0.5039999999999999,1,2,0.3448468003211955,0.08049402613839449,0.8062559374624299,0,0
0.25,0,5,0.3583358515945678,0.05955299982366116,0.504126492629795,0,0
0.7879999999999999,1,3,0.6229016900359605,0.1336946412891858,0.908599836086529,1,0
0.47599999999999987,1,4,0.3390829108833916,0.04763073003397361,0.1976797412031537,0,0
0.7060000000000001,2,6,0.13948766266863522,0.024240336069294904,0.6866639167718048,1,0
0.7939999999999999,1,7,0.21856197595075824,0.07249046877819247,0.4873587686605605,0,0
0.46599999999999986,0,2,0.42940773159982104,0.06853273430240484,0.12818199976435188,0,0
0.7999999999999999,1,5,0.31868196778148306,0.04961433071909975,0.7521033294998839,0,1
0.662,0,4,0.30240967540454056,0.14517341661998595,0.28122942704900344,1,0
0.846,0,2,0.5280172647163344,0.22366220961081867,0.36829920669800775,0,0
0.7279999999999999,0,5,0.3897920770332306,0.1199705874561583,0.5332354366761692,1,0
0.674,1,7,0.25990206155405415,0.06853273430240484,0.259751007822464,0,1
0.32199999999999995,0,8,0.24481436690648414,0.7548080697924305,0.8131056861811182,1,0
0.5539999999999999,0,4,0.3496403574606366,0.09407962840826518,0.2593396071477796,1,0
0.6880000000000001,0,5,0.37279862737201275,0.04763073003397361,0.40249996549295364,0,0
0.5319999999999999,1,5,0.3539716616995685,0.08859704878280486,0.07727207895852334,0,0
0.674,0,4,0.32912874696770356,0.060017102933784705,0.025782489784413973,0,0
0.7239999999999999,0,5,0.3496403574606366,0.07948140320491642,0.4767548533410523,1,0
0.406,0,4,0.344378253119456,0.11271951086268799,0.4722407815675961,0,0
0.634,0,4,0.3709716044309729,0.2969889860426281,0.1412590951072209,1,0
0.7619999999999999,0,6,0.26616287289637386,0.19626720483170668,0.8502904793158764,1,1
0.5579999999999999,2,4,0.43364262181076674,0.09220008286560719,0.07951906279262226,0,0
0.5279999999999999,0,8,0.2617267330762775,0.13218320433463812,0.6359044016788229,0,1
0.17599999999999993,2,4,0.24066309910040187,0.03645921291941725,0.22467302823236507,0,0
0.604,0,15,0.1387553620801677,0.11451714369295349,0.4715460647064131,1,0
0.7579999999999999,2,4,0.2004655461707681,0.038427245712040425,0.7256471271433627,0,0
0.584,0,4,0.30240967540454056,0.14517341661998595,0.4286892133373635,0,0
0.912,2,9,0.2173524934782709,0.6840969831734552,0.9142412880710241,0,0
0.7879999999999999,1,4,0.41298363736579147,0.2541908440922569,0.43609780117099917,1,0
0.248,1,4,0.31083460787941175,0.14517341661998595,0.14290958213667232,0,0
0.41800000000000004,0,6,0.28736045523204357,0.24270552427148812,0.6027693354983088,0,1
0.7119999999999999,1,6,0.27272181811213736,0.053204597838888604,0.0717425998388871,1,0
0.5559999999999999,1,3,0.5291169492738017,0.14517341661998595,0.4271607262202942,0,0
0.15799999999999992,0,2,0.3850002616487632,0.08985910174977917,0.23084298813817783,0,0
0.35,1,9,0.24380686403669125,0.24082199021393386,0.32224970338943215,1,0
0.66,0,5,0.4567102677374819,0.0722971867532815,0.08135356239744156,1,0
0.7979999999999999,0,6,0.33488830867908437,0.34821180089924847,0.914405921689209,0,1
0.826,0,5,0.37279862737201275,0.11451714369295349,0.12597962503943305,0,0
0.7679999999999999,0,4,0.38553567582326964,0.14517341661998595,0.269097674745183,0,0
0.7319999999999999,0,4,0.3985715230735184,0.13967784339542863,0.6707423155808416,0,0
0.4879999999999999,0,4,0.32912874696770356,0.19626720483170668,0.2586966508561048,0,0
0.588,0,7,0.1957700740608554,0.040721844879357975,0.543858405886482,0,1
0.642,2,4,0.3997572860149238,0.36243060282526407,0.8951863970622801,1,0
0.628,2,2,0.4326124004945927,0.06623328405093157,0.23785351968872046,1,0
0.612,0,8,0.2275962750276844,0.06853273430240484,0.1803375249225892,1,0
0.634,1,7,0.3527090729091177,0.366659997587421,0.09577610748114765,0,0
0.626,2,6,0.2535870645883568,0.19147315914937604,0.36171641249143077,1,0
0.46799999999999986,2,5,0.3597509212503448,0.055568339141751744,0.8889837804879757,0,1
