credit_score,country,age_group_gender,balance_per_age,balance_per_tenure,salary_per_products,active_member,estimated_salary,churn
721,Germany,thirties_Male,2911.368648648649,26930.16,158591.12,1,158591.12,0
501,France,fifties_Male,2102.450701754386,10894.517272727271,23923.595,1,47847.19,0
521,France,thirties_Male,2754.966857142857,13774.834285714283,10488.44,0,10488.44,0
850,Spain,thirties_Male,4701.333666666667,47013.33666666667,5978.2,1,5978.2,0
759,France,forties_Male,2510.0042857142857,21084.036,121409.06,1,121409.06,0
516,Spain,fifties_Male,2396.7938,19973.281666666662,146145.93,1,146145.93,1
711,France,thirties_Female,3395.3173684210524,43007.35333333333,7187.43,1,14374.86,1
512,Spain,thirties_Male,5353.533939393939,44166.655,94670.77,0,94670.77,0
550,France,thirties_Male,3238.9105405405408,29959.9225,179670.31,1,179670.31,0
608,Spain,forties_Female,2189.3619512195123,22440.96,199304.74,0,199304.74,1
618,France,thirties_Male,3969.250882352941,22492.421666666665,151954.39,1,151954.39,0
643,France,forties_Male,2663.1042222222222,19973.281666666662,142513.5,0,142513.5,1
671,France,forties_Male,2363.9300000000003,35458.950000000004,158264.62,1,158264.62,0
689,Germany,thirties_Male,4903.47393939394,53938.21333333334,84690.95,0,169381.9,0
603,France,thirties_Male,3865.796451612903,13315.521111111111,84957.51,1,169915.02,0
620,France,forties_Female,2922.919268292683,11983.969,44426.235,0,88852.47,0
676,France,thirties_Female,1855.7355882352945,31547.505,40645.81,1,40645.81,0
572,Germany,twenties_Male,4549.500384615384,23657.402,30213.65,0,60427.3,0
668,Germany,forties_Male,2273.493829787234,13356.77625,157959.02,1,157959.02,1
695,France,forties_Male,1076.3597826086957,6189.06875,133007.34,0,133007.34,0
730,Spain,thirties_Female,3631.505757575758,11983.969,88288.31,0,176576.62,0
807,France,forties_Male,2460.4493023255814,52899.66,17444.02,0,34888.04,1
592,France,fifties_Male,2219.2535185185184,13315.521111111111,28737.71,1,28737.71,1
726,France,thirties_Female,3700.7112903225807,11472.205,49089.285,1,98178.57,0
514,Spain,thirties_Male,3994.656333333333,14979.96125,125010.24,1,125010.24,0
567,France,forties_Male,2853.3259523809525,39946.56333333333,83992.305,1,167984.61,0
850,France,thirties_Male,3631.505757575758,10894.517272727271,4861.72,0,4861.72,1
671,Germany,forties_Male,2212.5382222222224,14223.46,108872.45,1,108872.45,1
670,France,thirties_Male,4609.673243243244,34111.582,99126.44,0,198252.88,0
694,France,thirties_Female,3994.656333333333,11983.969,13480.155,1,26960.31,0
547,Germany,thirties_Female,1912.7217948717948,10656.592857142856,28582.173333333336,1,85746.52,1
751,Germany,fifties_Male,1937.7678,32296.13,77206.25,0,77206.25,1
594,Germany,twenties_Female,4511.386896551724,32707.555,61048.53,0,61048.53,0
673,France,seventies_Male,1664.440138888889,59919.845,55990.595,1,111981.19,0
610,France,forties_Male,2995.99225,119839.69,31116.3,0,62232.6,0
512,France,thirties_Female,3238.9105405405408,59919.845,78052.515,1,156105.03,0
767,Germany,twenties_Male,5985.7125,29928.5625,75067.69,1,150135.38,0
585,France,sixties_Female,1701.178656716418,18996.495,46573.055,1,93146.11,0
763,Germany,forties_Male,2384.779761904762,14308.67857142857,33462.94,0,33462.94,1
712,France,twenties_Female,4132.403103448276,39946.56333333333,144375.0,1,144375.0,0
539,Germany,forties_Female,2702.8023255813955,29055.125,18601.32,0,55803.96,1
668,France,forties_Female,2605.210652173913,39946.56333333333,29682.820000000003,0,89048.46,1
703,France,twenties_Male,2899.065357142857,27057.943333333333,81406.08,1,162812.16,0
662,Spain,thirties_Male,3153.676052631579,23967.938,68129.825,0,136259.65,0
725,Germany,thirties_Female,2994.9692307692308,19467.3,124052.97,0,124052.97,0
703,France,thirties_Male,2863.829189189189,11773.52,37079.4,1,74158.8,0
659,Germany,sixties_Male,1752.4119402985075,16773.085714285717,45071.09,1,45071.09,1
523,Spain,thirties_Male,3524.6967647058823,14979.96125,31015.03,0,62030.06,0
635,France,forties_Female,3087.4395,11227.052727272729,131953.23,0,131953.23,1
772,Germany,twenties_Male,5861.558076923077,19050.06375,39707.0,0,79414.0,0
545,France,twenties_Female,4609.218846153846,59919.845,99819.28,1,199638.56,0
634,Germany,twenties_Male,4295.743750000001,11455.316666666668,157577.29,1,157577.29,0
739,Germany,fifties_Male,2341.076666666667,14046.46,134420.75,0,134420.75,1
771,Germany,thirties_Female,2162.413888888889,12974.483333333332,99805.99,0,99805.99,0
587,Spain,thirties_Female,3524.6967647058823,59919.845,48966.34,1,97932.68,0
681,France,seventies_Female,1516.9581012658227,119839.69,85484.495,1,170968.99,0
544,Germany,thirties_Male,2154.9164864864865,26577.303333333333,57558.95,1,57558.95,0
696,Spain,twenties_Male,4279.988928571429,13315.521111111111,176713.47,0,176713.47,0
766,Spain,forties_Male,2922.919268292683,119839.69,17141.615,1,34283.23,0
727,France,thirties_Male,3524.6967647058823,10894.517272727271,99318.67,1,198637.34,0
671,Germany,thirties_Female,1096.0785294117647,5323.81,78458.56,0,156917.12,0
693,France,thirties_Female,4266.408333333334,18284.60714285714,50457.2,1,50457.2,0
850,Germany,thirties_Male,1444.7634210526317,13725.2525,140075.55,1,140075.55,0
732,Germany,forties_Male,2589.24,10874.808,32661.555,1,65323.11,0
726,Spain,forties_Female,2081.378958333333,14272.312857142855,64323.24,0,64323.24,0
557,France,thirties_Female,5771.4503125,26383.772857142856,7478.22,0,14956.44,0
682,France,twenties_Female,4255.923846153846,110654.02,111879.21,1,111879.21,0
738,Spain,thirties_Male,2549.025806451613,7901.98,18606.23,1,18606.23,0
531,Spain,thirties_Female,2756.6808333333333,9924.051,123137.01,0,123137.01,0
498,France,thirties_Male,3524.6967647058823,39946.56333333333,74264.12,1,148528.24,0
651,France,thirties_Male,3328.880277777778,14979.96125,6949.155,0,13898.31,0
549,Spain,thirties_Female,3072.812564102564,14979.96125,81259.25,0,81259.25,1
791,Germany,thirties_Female,1498.1771428571428,6554.525,161051.75,0,161051.75,0
650,Spain,forties_Male,2922.919268292683,11983.969,95799.835,1,191599.67,0
733,Germany,thirties_Male,2951.116470588236,25084.49,16186.396666666667,0,48559.19,1
811,Germany,thirties_Female,4391.093823529412,74648.595,93169.87,1,186339.74,0
707,France,thirties_Male,3994.656333333333,13315.521111111111,16579.685,0,33159.37,0
712,Germany,twenties_Male,5200.194285714286,29121.088,93883.53,1,93883.53,0
706,Spain,thirties_Female,3238.9105405405408,14979.96125,55449.65,1,110899.3,0
756,France,sixties_Male,1932.898225806452,29959.9225,11199.04,1,11199.04,1
777,France,fifties_Female,2261.1262264150946,10894.517272727271,94996.485,0,189992.97,0
646,France,thirties_Male,2400.767428571429,12003.837142857144,164255.69,1,164255.69,0
714,France,forties_Male,2605.210652173913,59919.845,152167.79,0,152167.79,1
782,France,thirties_Male,3072.812564102564,13315.521111111111,16974.835,1,33949.67,0
775,Spain,twenties_Male,4132.403103448276,10894.517272727271,34071.965,1,68143.93,0
479,Germany,thirties_Male,3963.3977142857134,27743.784000000003,47251.79,1,47251.79,1
807,France,forties_Male,2816.064523809524,14784.33875,25885.72,1,25885.72,0
799,France,twenties_Female,7917.544545454546,19353.99777777778,96316.925,1,192633.85,0
675,France,forties_Male,2830.2215,14151.1075,17288.68,0,34577.36,0
602,Spain,twenties_Male,3583.0096551724137,17317.88,161229.84,0,161229.84,0
475,France,thirties_Female,3719.4775,13224.808888888889,100816.29,0,100816.29,0
744,Spain,twenties_Female,6396.072692307693,27716.315,181694.44,1,181694.44,0
588,Spain,thirties_Male,3524.6967647058823,10894.517272727271,39539.455,0,79078.91,0
703,Germany,forties_Male,1505.404761904762,6322.7,137316.32,1,137316.32,0
747,Spain,forties_Female,2305.3943902439023,15753.528333333334,97463.43,0,194926.86,0
583,France,twenties_Male,4438.507037037037,14979.96125,25642.745,0,51285.49,0
750,Spain,thirties_Female,3318.3017647058823,11282.226,150401.53,0,150401.53,1
681,France,thirties_Male,3153.676052631579,29959.9225,56245.98,1,112491.96,0
773,France,twenties_Male,5436.133199999999,45301.10999999999,73656.38,0,73656.38,0
714,France,thirties_Female,4037.718064516129,25033.852,106636.89,1,106636.89,0
687,Spain,forties_Female,2723.6293181818182,14979.96125,51951.17333333333,0,155853.52,1
511,France,fifties_Male,2570.988103448276,149117.31,162599.51,1,162599.51,0
627,France,thirties_Male,3631.505757575758,19973.281666666662,51868.91,1,103737.82,0
694,France,thirties_Female,3865.796451612903,10894.517272727271,80495.135,0,160990.27,0
616,Spain,thirties_Female,3675.3252777777775,18901.672857142858,15462.84,0,15462.84,0
687,France,thirties_Male,3423.991142857143,13315.521111111111,5167.025,0,10334.05,0
712,France,thirties_Female,3631.505757575758,17119.955714285716,95343.08,1,190686.16,0
553,France,thirties_Male,3578.269393939394,23616.578,94440.45,0,94440.45,0
667,France,thirties_Male,3847.312580645161,59633.345,28257.63,1,28257.63,0
731,France,forties_Male,2786.969534883721,39946.56333333333,170034.95,1,170034.95,1
629,Germany,thirties_Male,4481.351142857143,19605.91125,15912.145,0,31824.29,0
614,France,fifties_Male,2742.0894,27420.894,127166.49,0,127166.49,1
438,Germany,thirties_Male,2528.99,8710.965555555556,44937.01,0,44937.01,0
652,France,eighties_Female,1497.996125,23967.938,94301.535,1,188603.07,0
729,Germany,thirties_Male,2122.314,9095.631428571429,145111.37,0,145111.37,0
642,France,thirties_Male,3153.676052631579,29959.9225,85731.915,0,171463.83,0
806,Germany,fifties_Female,2293.1581355932203,135296.33,182822.5,0,182822.5,0
744,Spain,thirties_Male,4272.345555555556,51268.14666666667,87213.33,1,87213.33,0
474,Spain,thirties_Male,3238.9105405405408,29959.9225,28587.66,0,57175.32,0
559,France,forties_Male,3001.424081632653,49023.26,120540.83,0,120540.83,1
706,Spain,forties_Male,2853.3259523809525,11983.969,14357.17,1,28714.34,0
628,Spain,twenties_Female,5447.2586363636365,29959.9225,85426.28,0,85426.28,0
429,France,twenties_Male,3989.2395833333335,19148.35,46170.75,0,46170.75,0
525,Spain,fifties_Female,2560.7952631578946,48655.10999999999,64448.36,1,64448.36,0
680,France,thirties_Female,4714.725,15715.75,16278.97,1,16278.97,0
749,France,forties_Male,3482.2602500000003,69645.205,182855.42,0,182855.42,1
763,France,thirties_Female,3865.796451612903,23967.938,25202.36,0,50404.72,0
734,France,thirties_Male,3994.656333333333,29959.9225,53820.125,0,107640.25,0
716,France,thirties_Male,4126.539142857143,28885.774,134132.65,0,134132.65,0
594,France,thirties_Male,3423.991142857143,39946.56333333333,51740.345,0,103480.69,0
644,France,forties_Female,2074.8102173913044,9544.127,108761.05,0,108761.05,1
671,Germany,thirties_Male,4138.535428571428,72424.37,179012.3,1,179012.3,0
664,Germany,twenties_Male,4470.928461538461,14530.5175,47572.57,1,95145.14,0
656,France,fifties_Male,2396.7938,14979.96125,36071.72,1,72143.44,0
667,Spain,forties_Female,3662.55175,73251.035,19162.89,0,19162.89,0
663,Germany,forties_Male,2659.740909090909,39009.53333333333,72340.09,1,144680.18,0
584,Germany,thirties_Female,3733.7936666666665,12445.978888888889,177772.03,0,177772.03,1
626,Spain,thirties_Female,2926.199189189189,15467.052857142857,5597.94,0,5597.94,0
485,France,twenties_Male,6280.130689655172,22765.47375,116828.51,0,116828.51,1
659,Germany,thirties_Female,4716.366875,37730.935,87326.255,1,174652.51,0
649,France,thirties_Male,3631.505757575758,39946.56333333333,1005.49,0,2010.98,0
805,Spain,thirties_Female,4237.746923076923,27545.355,14109.85,0,14109.85,1
716,Germany,thirties_Female,2956.443846153846,10481.937272727271,43527.4,0,43527.4,1
642,Germany,forties_Female,3237.56225,18500.355714285717,43049.615,1,86099.23,1
659,France,thirties_Male,3817.492258064516,23668.452,161574.19,0,161574.19,0
545,Spain,forties_Female,2549.7806382978724,19973.281666666662,19485.07,1,38970.14,0
543,France,twenties_Male,5447.2586363636365,13315.521111111111,63793.61,0,127587.22,0
718,France,twenties_Female,4793.5876,14979.96125,15190.06,0,30380.12,0
