credit_score,credit__section,country,age,age_group,gender,age_group_gender,tenure,balance,balance_group,balance_per_age,balance_per_tenure,products_number,credit_card,salary_per_products,active_member,estimated_salary,salary_range,churn
738,Good,Germany,58,fifties,Male,fifties_Male,2,133745.44,rest,2305.9558620689654,66872.72,4,1,7093.465,0,28373.86,low,1
813,Excellent,France,29,twenties,Male,twenties_Male,6,119839.69,zero,4132.403103448276,0.0,1,1,33953.87,0,33953.87,low,0
657,Poor,Spain,37,thirties,Female,thirties_Female,0,163607.18,rest,4421.815675675675,0.0,1,0,44203.55,1,44203.55,medium,0
604,Poor,Germany,25,twenties,Female,twenties_Female,5,157780.84,rest,6311.2336,31556.168,2,1,29213.405,1,58426.81,medium,0
519,Very poor,France,36,thirties,Male,thirties_Male,9,119839.69,zero,3328.880277777778,0.0,2,0,72781.2,1,145562.4,very high,0
735,Good,France,21,twenties,Female,twenties_Female,1,178718.19,rest,8510.39,178718.19,2,1,11194.0,0,22388.0,low,0
664,Fair,France,55,fifties,Male,fifties_Male,8,119839.69,zero,2178.9034545454547,0.0,2,1,69580.82,1,139161.64,very high,0
678,Fair,France,32,thirties,Female,thirties_Female,9,119839.69,zero,3744.9903125,0.0,1,1,148210.64,1,148210.64,very high,0
757,Good,Spain,33,thirties,Male,thirties_Male,5,77253.22,rest,2341.0066666666667,15450.644,1,0,194239.63,1,194239.63,very high,0
416,Very poor,Germany,41,forties,Female,forties_Female,10,122189.66,rest,2980.235609756098,12218.966,2,1,49150.805,0,98301.61,high,0
665,Fair,France,34,thirties,Female,thirties_Female,1,96645.54,rest,2842.515882352941,96645.54,2,0,85706.83,0,171413.66,very high,0
777,Good,France,32,thirties,Female,thirties_Female,2,119839.69,zero,3744.9903125,0.0,1,1,136458.19,0,136458.19,very high,1
543,Very poor,France,36,thirties,Female,thirties_Female,3,119839.69,zero,3328.880277777778,0.0,2,0,13009.795,0,26019.59,low,0
506,Very poor,France,34,thirties,Female,thirties_Female,4,90307.62,rest,2656.106470588235,22576.905,1,1,159235.29,1,159235.29,very high,0
493,Very poor,France,46,forties,Female,forties_Female,4,119839.69,zero,2605.210652173913,0.0,2,1,953.83,0,1907.66,low,0
652,Poor,Spain,75,seventies,Female,seventies_Female,10,119839.69,zero,1597.8625333333334,0.0,2,1,57337.875,1,114675.75,very high,0
750,Good,Spain,22,twenties,Male,twenties_Male,3,121681.82,rest,5530.991818181818,40560.60666666667,1,1,128643.35,0,128643.35,very high,1
729,Good,France,30,thirties,Male,thirties_Male,9,119839.69,zero,3994.656333333333,0.0,2,1,75934.675,0,151869.35,very high,0
646,Poor,France,46,forties,Female,forties_Female,4,119839.69,zero,2605.210652173913,0.0,3,1,31083.806666666667,0,93251.42,high,1
635,Poor,Germany,28,twenties,Female,twenties_Female,3,81623.67,rest,2915.1310714285714,27207.89,2,1,78395.68,1,156791.36,very high,0
647,Poor,Spain,44,forties,Female,forties_Female,5,119839.69,zero,2723.6293181818182,0.0,3,1,58068.40666666667,1,174205.22,very high,1
808,Excellent,France,45,forties,Male,forties_Male,7,118626.55,rest,2636.145555555556,16946.65,2,1,73566.23,0,147132.46,very high,0
524,Very poor,France,36,thirties,Female,thirties_Female,10,119839.69,zero,3328.880277777778,0.0,2,1,54807.285,0,109614.57,very high,0
769,Good,France,29,twenties,Male,twenties_Male,8,119839.69,zero,4132.403103448276,0.0,2,1,86145.305,1,172290.61,very high,0
730,Good,Spain,42,forties,Male,forties_Male,4,119839.69,zero,2853.3259523809525,0.0,2,0,42991.235,1,85982.47,high,0
515,Very poor,Spain,35,thirties,Male,thirties_Male,10,176273.95,rest,5036.398571428572,17627.395,1,0,121277.78,1,121277.78,very high,0
773,Good,Spain,41,forties,Male,forties_Male,9,102827.44,rest,2507.986341463414,11425.271111111111,1,0,64595.25,1,64595.25,high,0
814,Excellent,Germany,29,twenties,Male,twenties_Male,8,97086.4,rest,3347.806896551724,12135.8,2,1,98638.065,1,197276.13,very high,0
710,Fair,Spain,22,twenties,Male,twenties_Male,8,119839.69,zero,5447.2586363636365,0.0,2,0,49822.52,0,99645.04,high,0
413,Very poor,France,34,thirties,Male,thirties_Male,9,119839.69,zero,3524.6967647058823,0.0,2,0,3267.09,0,6534.18,low,0
665,Fair,France,40,forties,Female,forties_Female,6,119839.69,zero,2995.99225,0.0,1,1,161848.03,1,161848.03,very high,0
623,Poor,France,44,forties,Female,forties_Female,6,119839.69,zero,2723.6293181818182,0.0,2,0,83581.215,0,167162.43,very high,0
738,Good,France,31,thirties,Male,thirties_Male,9,82674.15,rest,2666.908064516129,9186.016666666666,1,1,41970.72,0,41970.72,medium,0
528,Very poor,Spain,36,thirties,Male,thirties_Male,7,119839.69,zero,3328.880277777778,0.0,2,1,30268.28,0,60536.56,high,0
670,Fair,Spain,65,sixties,Female,sixties_Female,1,119839.69,zero,1843.6875384615385,0.0,1,1,177655.68,1,177655.68,very high,1
622,Poor,Spain,46,forties,Female,forties_Female,4,107073.27,rest,2327.679782608696,26768.3175,2,1,15492.295,1,30984.59,low,1
582,Very poor,Germany,32,thirties,Male,thirties_Male,1,88938.62,rest,2779.331875,88938.62,1,1,10054.53,1,10054.53,low,0
785,Excellent,Germany,36,thirties,Female,thirties_Female,2,99806.85,rest,2772.4125000000004,49903.425,1,0,36976.52,1,36976.52,medium,0
605,Poor,Spain,33,thirties,Male,thirties_Male,5,150092.8,rest,4548.266666666666,30018.56,1,0,71862.79,0,71862.79,high,0
479,Very poor,Germany,35,thirties,Male,thirties_Male,9,92833.89,rest,2652.396857142857,10314.876666666669,1,1,99449.86,0,99449.86,high,1
685,Fair,Germany,30,thirties,Male,thirties_Male,3,90536.81,rest,3017.8936666666664,30178.936666666665,1,0,63082.88,1,63082.88,high,0
538,Very poor,Germany,39,thirties,Male,thirties_Male,7,108055.1,rest,2770.64358974359,15436.442857142858,2,1,13615.63,0,27231.26,low,0
562,Very poor,France,42,forties,Male,forties_Male,2,100238.35,rest,2386.627380952381,50119.175,1,0,86797.41,0,86797.41,high,0
675,Fair,Spain,36,thirties,Male,thirties_Male,9,106190.55,rest,2949.7375,11798.95,1,0,22994.32,1,22994.32,low,0
721,Good,Germany,28,twenties,Male,twenties_Male,9,154475.54,rest,5516.983571428572,17163.948888888888,2,0,50650.47,1,101300.94,very high,1
628,Poor,Germany,30,thirties,Female,thirties_Female,9,132351.29,rest,4411.709666666667,14705.69888888889,2,1,37084.565,1,74169.13,high,0
668,Fair,Germany,37,thirties,Female,thirties_Female,6,167864.4,rest,4536.875675675676,27977.4,1,1,115638.29,0,115638.29,very high,0
506,Very poor,France,41,forties,Female,forties_Female,1,119839.69,zero,2922.919268292683,0.0,2,1,15883.15,0,31766.3,low,0
524,Very poor,Germany,31,thirties,Female,thirties_Female,8,107818.63,rest,3478.0203225806454,13477.32875,1,1,199725.39,0,199725.39,very high,1
699,Fair,Germany,34,thirties,Male,thirties_Male,4,185173.81,rest,5446.288529411765,46293.4525,2,1,60417.24,0,120834.48,very high,0
828,Excellent,France,34,thirties,Male,thirties_Male,8,129433.34,rest,3806.862941176472,16179.1675,2,0,19065.885,0,38131.77,medium,0
674,Fair,Spain,39,thirties,Male,thirties_Male,6,120193.42,rest,3081.882564102564,20032.236666666668,1,0,100130.95,0,100130.95,very high,0
656,Poor,France,39,thirties,Female,thirties_Female,6,119839.69,zero,3072.812564102564,0.0,2,1,70534.94,0,141069.88,very high,0
684,Fair,Germany,48,forties,Female,forties_Female,10,126384.42,rest,2633.00875,12638.442,1,1,198129.36,1,198129.36,very high,0
625,Poor,France,28,twenties,Female,twenties_Female,3,119839.69,zero,4279.988928571429,0.0,1,0,183646.41,0,183646.41,very high,0
432,Very poor,France,42,forties,Male,forties_Male,9,152603.45,rest,3633.415476190477,16955.93888888889,1,1,110265.24,0,110265.24,very high,1
549,Very poor,France,52,fifties,Female,fifties_Female,1,119839.69,zero,2304.609423076923,0.0,1,0,8636.05,1,8636.05,low,1
625,Poor,Germany,56,fifties,Male,fifties_Male,0,148507.24,rest,2651.915,0.0,1,1,46824.08,0,46824.08,medium,1
828,Excellent,France,41,forties,Female,forties_Female,7,119839.69,zero,2922.919268292683,0.0,2,1,85689.385,0,171378.77,very high,0
770,Good,France,24,twenties,Male,twenties_Male,9,101827.07,rest,4242.794583333333,11314.11888888889,1,1,167256.35,0,167256.35,very high,0
758,Good,France,34,thirties,Female,thirties_Female,3,119839.69,zero,3524.6967647058823,0.0,2,1,62113.08,1,124226.16,very high,0
795,Excellent,Germany,33,thirties,Female,thirties_Female,9,130862.43,rest,3965.5281818181816,14540.27,1,1,114935.21,1,114935.21,very high,0
687,Fair,France,38,thirties,Male,thirties_Male,9,122570.87,rest,3225.549210526316,13618.985555555557,1,1,35608.88,1,35608.88,medium,0
686,Fair,France,25,twenties,Male,twenties_Male,1,119839.69,zero,4793.5876,0.0,2,0,8229.685,1,16459.37,low,0
789,Excellent,Germany,39,thirties,Male,thirties_Male,7,124828.46,rest,3200.729743589744,17832.637142857144,2,1,62205.54,1,124411.08,very high,0
589,Very poor,Germany,50,fifties,Female,fifties_Female,5,144895.05,rest,2897.901,28979.01,2,1,17470.615,1,34941.23,low,0
461,Very poor,Germany,34,thirties,Female,thirties_Female,5,63663.93,rest,1872.4685294117648,12732.786,1,0,167784.28,1,167784.28,very high,0
637,Poor,France,40,forties,Male,forties_Male,2,133463.1,rest,3336.5775000000003,66731.55,1,0,93165.34,1,93165.34,high,0
584,Very poor,Spain,48,forties,Female,forties_Female,2,213146.2,rest,4440.545833333334,106573.1,1,1,75161.25,0,75161.25,high,1
579,Very poor,Spain,35,thirties,Female,thirties_Female,1,129490.36,rest,3699.7245714285714,129490.36,2,0,4295.415,1,8590.83,low,1
756,Good,Germany,44,forties,Male,forties_Male,10,137452.09,rest,3123.911136363636,13745.209,1,1,189543.9,0,189543.9,very high,0
663,Fair,France,34,thirties,Male,thirties_Male,7,119839.69,zero,3524.6967647058823,0.0,2,1,90213.62,1,180427.24,very high,0
682,Fair,France,43,forties,Female,forties_Female,5,125851.93,rest,2926.7890697674416,25170.386,1,1,193318.33,1,193318.33,very high,0
793,Excellent,Spain,52,fifties,Male,fifties_Male,2,119839.69,zero,2304.609423076923,0.0,1,1,159123.82,0,159123.82,very high,1
691,Fair,France,31,thirties,Female,thirties_Female,5,40915.55,rest,1319.8564516129034,8183.110000000001,1,1,126213.84,0,126213.84,very high,1
485,Very poor,Spain,21,twenties,Female,twenties_Female,5,113157.22,rest,5388.439047619047,22631.444,1,1,54141.5,1,54141.5,medium,0
635,Poor,Spain,29,twenties,Female,twenties_Female,8,138296.94,rest,4768.86,17287.1175,2,1,70537.755,0,141075.51,very high,0
650,Poor,France,37,thirties,Male,thirties_Male,5,106967.18,rest,2891.004864864865,21393.436,1,0,24495.03,0,24495.03,low,0
735,Good,France,44,forties,Male,forties_Male,9,120681.63,rest,2742.7643181818185,13409.07,1,1,74836.34,0,74836.34,high,0
416,Very poor,France,32,thirties,Male,thirties_Male,0,119839.69,zero,3744.9903125,0.0,2,0,439.435,1,878.87,low,0
754,Good,Spain,32,thirties,Female,thirties_Female,7,119839.69,zero,3744.9903125,0.0,2,1,44760.375,0,89520.75,high,0
535,Very poor,France,48,forties,Female,forties_Female,9,119839.69,zero,2496.660208333333,0.0,1,1,149892.79,0,149892.79,very high,1
716,Fair,Spain,42,forties,Male,forties_Male,8,119839.69,zero,2853.3259523809525,0.0,2,1,90400.21,0,180800.42,very high,0
539,Very poor,France,37,thirties,Male,thirties_Male,2,127609.59,rest,3448.9078378378376,63804.795,1,1,98646.22,0,98646.22,high,0
614,Poor,France,43,forties,Female,forties_Female,6,119839.69,zero,2786.969534883721,0.0,2,1,54520.765,1,109041.53,very high,0
706,Fair,Spain,57,fifties,Male,fifties_Male,7,119839.69,zero,2102.450701754386,0.0,1,1,17941.16,0,17941.16,low,1
758,Good,France,33,thirties,Female,thirties_Female,7,119839.69,zero,3631.505757575758,0.0,2,0,41498.235,0,82996.47,high,0
586,Very poor,Spain,28,twenties,Female,twenties_Female,2,119839.69,zero,4279.988928571429,0.0,2,1,46033.675,1,92067.35,high,0
646,Poor,France,73,seventies,Female,seventies_Female,6,97259.25,rest,1332.3184931506848,16209.875,1,0,104719.66,1,104719.66,very high,0
631,Poor,Germany,33,thirties,Female,thirties_Female,4,123246.7,rest,3734.7484848484846,30811.675,1,0,112687.57,0,112687.57,very high,0
717,Fair,Spain,22,twenties,Female,twenties_Female,6,101060.25,rest,4593.647727272727,16843.375,1,0,84699.56,1,84699.56,high,0
684,Fair,France,30,thirties,Male,thirties_Male,2,119839.69,zero,3994.656333333333,0.0,2,1,41736.91,0,83473.82,high,0
800,Excellent,France,49,forties,Female,forties_Female,7,108007.36,rest,2204.231836734694,15429.622857142856,1,0,47125.11,0,47125.11,medium,0
721,Good,Spain,36,thirties,Female,thirties_Female,2,119839.69,zero,3328.880277777778,0.0,2,1,53488.9,1,106977.8,very high,0
683,Fair,Spain,29,twenties,Male,twenties_Male,0,133702.89,rest,4610.444482758621,0.0,1,1,55582.54,0,55582.54,medium,1
660,Poor,Germany,31,thirties,Male,thirties_Male,9,125189.75,rest,4038.379032258064,13909.972222222224,2,1,69937.215,1,139874.43,very high,0
704,Fair,Germany,24,twenties,Female,twenties_Female,7,113034.22,rest,4709.759166666667,16147.745714285717,1,1,162503.48,0,162503.48,very high,1
615,Poor,Spain,41,forties,Female,forties_Female,9,109013.23,rest,2658.859268292683,12112.58111111111,1,1,196499.96,0,196499.96,very high,0
667,Fair,Spain,39,thirties,Female,thirties_Female,2,119839.69,zero,3072.812564102564,0.0,2,1,20360.62,0,40721.24,medium,1
682,Fair,Germany,24,twenties,Male,twenties_Male,9,57929.81,rest,2413.742083333333,6436.645555555555,2,0,26567.15,0,53134.3,medium,0
484,Very poor,France,29,twenties,Female,twenties_Female,4,130114.39,rest,4486.703103448276,32528.5975,1,1,164017.89,0,164017.89,very high,0
628,Poor,Germany,27,twenties,Male,twenties_Male,5,95826.49,rest,3549.1292592592595,19165.298000000003,2,1,77998.48,0,155996.96,very high,0
480,Very poor,Germany,44,forties,Male,forties_Male,10,129608.57,rest,2945.649318181818,12960.857,1,1,5472.7,0,5472.7,low,1
578,Very poor,France,30,thirties,Male,thirties_Male,4,169462.09,rest,5648.736333333333,42365.5225,1,1,112187.11,0,112187.11,very high,0
512,Very poor,France,40,forties,Male,forties_Male,5,119839.69,zero,2995.99225,0.0,2,1,73228.915,1,146457.83,very high,0
484,Very poor,Spain,35,thirties,Female,thirties_Female,7,133868.21,rest,3824.806,19124.03,1,1,27286.1,1,27286.1,low,0
510,Very poor,France,30,thirties,Female,thirties_Female,0,119839.69,zero,3994.656333333333,0.0,2,1,65276.735,1,130553.47,very high,0
606,Poor,Germany,36,thirties,Male,thirties_Male,5,190479.48,rest,5291.096666666667,38095.896,2,0,89675.945,0,179351.89,very high,0
597,Very poor,Spain,40,forties,Female,forties_Female,8,101993.12,rest,2549.828,12749.14,1,0,94774.12,1,94774.12,high,0
754,Good,Germany,55,fifties,Female,fifties_Female,3,161608.81,rest,2938.342,53869.60333333333,1,1,8080.85,0,8080.85,low,1
850,Excellent,Spain,45,forties,Female,forties_Female,2,122311.21,rest,2718.026888888889,61155.605,1,1,19482.5,1,19482.5,low,0
510,Very poor,France,65,sixties,Male,sixties_Male,2,119839.69,zero,1843.6875384615385,0.0,2,1,24035.805,1,48071.61,medium,0
778,Good,Germany,45,forties,Female,forties_Female,1,162150.42,rest,3603.342666666667,162150.42,2,1,87265.635,0,174531.27,very high,0
636,Poor,France,42,forties,Male,forties_Male,2,119839.69,zero,2853.3259523809525,0.0,2,1,27735.39,1,55470.78,medium,0
804,Excellent,France,50,fifties,Female,fifties_Female,4,119839.69,zero,2396.7938,0.0,1,1,8546.87,1,8546.87,low,1
514,Very poor,France,32,thirties,Male,thirties_Male,8,119839.69,zero,3744.9903125,0.0,2,1,47928.59,0,95857.18,high,0
730,Good,France,39,thirties,Female,thirties_Female,1,99010.67,rest,2538.735128205128,99010.67,1,1,194945.8,0,194945.8,very high,0
525,Very poor,Spain,37,thirties,Female,thirties_Female,0,119839.69,zero,3238.9105405405408,0.0,1,0,131521.72,1,131521.72,very high,0
616,Poor,Spain,30,thirties,Male,thirties_Male,5,119839.69,zero,3994.656333333333,0.0,2,0,98054.255,1,196108.51,very high,0
687,Fair,Germany,34,thirties,Female,thirties_Female,7,111388.18,rest,3276.1229411764702,15912.59714285714,2,1,74282.38,0,148564.76,very high,0
715,Fair,France,41,forties,Female,forties_Female,8,56214.85,rest,1371.0939024390243,7026.85625,2,0,46491.305,0,92982.61,high,1
512,Very poor,France,36,thirties,Female,thirties_Female,3,84327.77,rest,2342.438055555556,28109.256666666668,2,1,8837.68,0,17675.36,low,0
479,Very poor,France,40,forties,Male,forties_Male,1,119839.69,zero,2995.99225,0.0,2,0,57498.215,0,114996.43,very high,0
601,Poor,France,32,thirties,Male,thirties_Male,8,93012.89,rest,2906.6528125,11626.61125,1,1,86957.42,0,86957.42,high,0
580,Very poor,Spain,29,twenties,Male,twenties_Male,9,61710.44,rest,2127.946206896552,6856.715555555556,2,1,64038.9,0,128077.8,very high,0
807,Excellent,France,35,thirties,Male,thirties_Male,3,174790.15,rest,4994.004285714285,58263.38333333333,1,1,600.36,1,600.36,low,0
616,Poor,Spain,32,thirties,Female,thirties_Female,6,119839.69,zero,3744.9903125,0.0,2,1,21500.73,1,43001.46,medium,0
721,Good,Germany,37,thirties,Male,thirties_Male,3,107720.64,rest,2911.368648648649,35906.88,1,1,158591.12,1,158591.12,very high,0
501,Very poor,France,57,fifties,Male,fifties_Male,10,119839.69,zero,2102.450701754386,0.0,2,1,23923.595,1,47847.19,medium,0
521,Very poor,France,35,thirties,Male,thirties_Male,6,96423.84,rest,2754.966857142857,16070.64,1,1,10488.44,0,10488.44,low,0
850,Excellent,Spain,30,thirties,Male,thirties_Male,2,141040.01,rest,4701.333666666667,70520.005,1,1,5978.2,1,5978.2,low,0
