iter	Logloss
203	0.08774896656
204	0.08732468176
205	0.08649999266
206	0.08612082469
207	0.08534573006
208	0.08489065183
209	0.08434829324
210	0.08383257952
211	0.08310113204
212	0.08278353667
213	0.0822204445
214	0.08164109569
215	0.08112250443
216	0.08053930079
217	0.07992096845
218	0.0793814584
219	0.07905882571
220	0.07873736335
221	0.07807094735
222	0.07747523615
223	0.07687509356
224	0.07652619781
225	0.0760997129
226	0.07544696747
227	0.07512768607
228	0.07469176921
229	0.07448350515
230	0.07361578443
231	0.07338054248
232	0.07274723294
233	0.07229501463
234	0.07184245279
235	0.07102123682
236	0.07040857389
237	0.06988605994
238	0.06947147789
239	0.06877687601
240	0.0680565784
241	0.0675497054
242	0.06719056642
243	0.06661435463
244	0.0659587767
245	0.06542162631
246	0.06493719442
247	0.06439216962
248	0.06396758212
249	0.06368320807
250	0.06339094883
251	0.06305352499
252	0.06282566341
253	0.06246116275
254	0.06217120836
255	0.06150000008
256	0.06115940704
257	0.06088111044
258	0.06063555538
259	0.06007635473
260	0.05972232555
261	0.05935841254
262	0.0589052132
263	0.05861846681
264	0.05821512492
265	0.05784685069
266	0.05744318263
267	0.05707799178
268	0.05673612124
269	0.05651490112
270	0.05595892202
271	0.05569234487
272	0.05531177179
273	0.05506641081
274	0.05457802692
275	0.05417082053
276	0.05380499859
277	0.05355888199
278	0.05325431817
279	0.05301476904
280	0.05277500252
281	0.05241238254
282	0.05218857894
283	0.05191645827
284	0.05150004
285	0.05123155373
286	0.05106085383
287	0.05080639876
288	0.05051258993
289	0.04996021776
290	0.04973139349
291	0.04951512325
292	0.04927716818
293	0.04903263484
294	0.04881212486
295	0.04861170899
296	0.04843526495
297	0.04811402312
298	0.04791178491
299	0.04764562137
300	0.04747875381
301	0.04715817907
302	0.04691452444
303	0.04667044513
304	0.04630228765
305	0.04601797282
306	0.04580121235
307	0.04565170715
308	0.04542553604
309	0.0452956469
310	0.04504771721
311	0.04487043902
312	0.04466760298
313	0.04427101601
314	0.04404490506
315	0.04377498513
316	0.04349478037
317	0.04329778833
318	0.0430499252
319	0.04279604759
320	0.04249576254
321	0.04222538041
322	0.04210557849
323	0.04191925983
324	0.04177608394
325	0.04152878452
326	0.04141028
327	0.04122863391
328	0.04100783847
329	0.04076370283
330	0.04060963522
331	0.04036310528
332	0.04021209856
333	0.04002015432
334	0.03985667264
335	0.03966279157
336	0.03938112059
337	0.03922478881
338	0.03906280157
339	0.03884588354
340	0.03856259059
341	0.03829205312
342	0.03806915822
343	0.03788845069
344	0.03765200814
345	0.03736405333
346	0.03712605167
347	0.03691773091
348	0.03680338931
349	0.03649208533
350	0.03619621453
351	0.03604185437
352	0.03588584746
353	0.03578481436
354	0.03564140033
355	0.03544916602
356	0.03521706646
357	0.03500385226
358	0.03490679722
359	0.03470900329
360	0.03436578987
361	0.03417741106
362	0.03403692121
363	0.03383388844
364	0.03370750647
365	0.03352134431
366	0.03331731495
367	0.03316760314
368	0.03298705168
369	0.03283857733
370	0.03267997606
371	0.03257268005
372	0.03239605911
373	0.0322986246
374	0.0321286046
375	0.03203799264
376	0.03182220941
377	0.03165850468
378	0.03152626128
379	0.03134840829
380	0.0312294968
381	0.03102015876
382	0.03076354189
383	0.03062731767
384	0.03035033081
385	0.03024724691
386	0.03006767794
387	0.02995995741
388	0.02984604266
389	0.02963963338
390	0.02952721026
391	0.0294409263
392	0.02929997298
393	0.02907877501
394	0.02900732198
395	0.02889307841
396	0.0287482284
397	0.028683548
398	0.02858946512
399	0.02843828951
400	0.02832777899
401	0.02819222208
402	0.02803525437
403	0.02772184514
404	0.02759590656
405	0.02740840953
406	0.02725894808
407	0.02715870497
408	0.02702069589
409	0.02684751405
410	0.0267333704
411	0.02658784964
412	0.02648094013
413	0.02633361819
414	0.02624230873
415	0.02612236586
416	0.02595569866
417	0.02578995362
418	0.02564993286
419	0.0254768629
420	0.02538281771
421	0.02525582628
422	0.02515312347
423	0.02497553769
424	0.0248358525
425	0.024760331
426	0.02468866328
427	0.02457601885
428	0.02445999299
429	0.02428455008
430	0.02413995692
431	0.02405416237
432	0.02397316066
433	0.02377761312
434	0.02369193877
435	0.02362177685
436	0.02343669547
437	0.02334192823
438	0.02326461028
439	0.0230784831
440	0.0229825665
441	0.02291056255
442	0.02282624919
443	0.02276617216
444	0.0226382101
445	0.02255350137
446	0.0224630371
447	0.02236471918
448	0.02226795982
449	0.02222142693
450	0.02211391093
451	0.02192361778
452	0.02183457558
453	0.02174182908
454	0.02162586065
455	0.02155747999
456	0.02148999084
457	0.02143178246
458	0.02133198981
459	0.02122416586
460	0.02110537115
461	0.02101586105
462	0.02092718862
463	0.0208578826
464	0.02078883258
465	0.02069154642
466	0.02064155669
467	0.02056877791
468	0.02051483713
469	0.02039816515
470	0.02031461883
471	0.02025176536
472	0.02017972984
473	0.02009750458
474	0.02002579702
475	0.01986363321
476	0.01976622162
477	0.01968039962
478	0.0196141987
479	0.0195143024
480	0.0194595573
481	0.0193762
482	0.01932945079
483	0.01920811571
484	0.0191459973
485	0.01904427267
486	0.0189340537
487	0.01886218829
488	0.01879688497
489	0.0187361819
490	0.01870418433
491	0.01864369327
492	0.01857801006
493	0.01851477259
494	0.01844718624
495	0.01838793078
496	0.01831641198
497	0.01826534378
498	0.01819566989
499	0.01814515343
